Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2014,RI,Rhode Island,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"3,900",90.2,88.8,91.7,207,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,44,BO1,CAT1,_HCVU651,RESP046,"(41.70828019300046, -71.52247031399963)"
2014,RI,Rhode Island,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,254,9.8,8.3,11.3,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,44,BO1,CAT1,_HCVU651,RESP054,"(41.70828019300046, -71.52247031399963)"
2014,SC,South Carolina,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"5,708",78.7,77.3,80,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,45,BO1,CAT1,_HCVU651,RESP046,"(33.998821303000454, -81.04537120699968)"
2014,SC,South Carolina,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,188",21.3,20,22.7,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,45,BO1,CAT1,_HCVU651,RESP054,"(33.998821303000454, -81.04537120699968)"
2014,SD,South Dakota,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"4,312",87.8,85.9,89.7,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,46,BO1,CAT1,_HCVU651,RESP046,"(44.353130053000484, -100.3735306369997)"
2014,SD,South Dakota,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,470,12.2,10.3,14.1,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,46,BO1,CAT1,_HCVU651,RESP054,"(44.353130053000484, -100.3735306369997)"
2014,TN,Tennessee,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"2,624",82.3,80.3,84.3,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,47,BO1,CAT1,_HCVU651,RESP046,"(35.68094058000048, -85.77449091399967)"
2014,TN,Tennessee,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,440,17.7,15.7,19.7,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,47,BO1,CAT1,_HCVU651,RESP054,"(35.68094058000048, -85.77449091399967)"
2014,TX,Texas,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"7,610",70.8,69.3,72.2,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,48,BO1,CAT1,_HCVU651,RESP046,"(31.827240407000488, -99.42677020599967)"
2014,TX,Texas,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,"2,269",29.2,27.8,30.7,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,48,BO1,CAT1,_HCVU651,RESP054,"(31.827240407000488, -99.42677020599967)"
2014,UT,Utah,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"9,752",83.8,82.9,84.7,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,49,BO1,CAT1,_HCVU651,RESP046,"(39.360700171000474, -111.58713063499971)"
2014,UT,Utah,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,"1,484",16.2,15.3,17.1,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,49,BO1,CAT1,_HCVU651,RESP054,"(39.360700171000474, -111.58713063499971)"
2014,VT,Vermont,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"4,246",91.6,90.6,92.6,207,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,50,BO1,CAT1,_HCVU651,RESP046,"(43.62538123900049, -72.51764079099962)"
2014,VT,Vermont,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,328,8.4,7.4,9.4,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,50,BO1,CAT1,_HCVU651,RESP054,"(43.62538123900049, -72.51764079099962)"
2014,VA,Virginia,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"5,674",84.2,82.9,85.6,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,51,BO1,CAT1,_HCVU651,RESP046,"(37.54268067400045, -78.45789046299967)"
2014,VA,Virginia,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,770,15.8,14.5,17.1,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,51,BO1,CAT1,_HCVU651,RESP054,"(37.54268067400045, -78.45789046299967)"
2014,WA,Washington,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"5,736",87.1,85.8,88.3,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,53,BO1,CAT1,_HCVU651,RESP046,"(47.52227862900048, -120.47001078999972)"
2014,WA,Washington,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,558,12.9,11.7,14.2,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,53,BO1,CAT1,_HCVU651,RESP054,"(47.52227862900048, -120.47001078999972)"
2014,WV,West Virginia,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"3,689",87,85.6,88.3,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,54,BO1,CAT1,_HCVU651,RESP046,"(38.66551020200046, -80.71264013499967)"
2014,WV,West Virginia,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,420,13,11.7,14.4,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,54,BO1,CAT1,_HCVU651,RESP054,"(38.66551020200046, -80.71264013499967)"
2014,WI,Wisconsin,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"4,324",89.6,88.2,91,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,55,BO1,CAT1,_HCVU651,RESP046,"(44.39319117400049, -89.81637074199966)"
2014,WI,Wisconsin,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,379,10.4,9,11.8,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,55,BO1,CAT1,_HCVU651,RESP054,"(44.39319117400049, -89.81637074199966)"
2014,WY,Wyoming,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"2,997",81.5,79.3,83.7,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,56,BO1,CAT1,_HCVU651,RESP046,"(43.23554134300048, -108.10983035299967)"
2014,WY,Wyoming,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,498,18.5,16.3,20.8,209,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,56,BO1,CAT1,_HCVU651,RESP054,"(43.23554134300048, -108.10983035299967)"
2014,GU,Guam,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"1,731",73.3,70.4,76.2,206,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,66,BO1,CAT1,_HCVU651,RESP046,"(13.444304, 144.793731)"
2014,GU,Guam,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,454,26.7,23.8,29.6,207,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,66,BO1,CAT1,_HCVU651,RESP054,"(13.444304, 144.793731)"
2014,PR,Puerto Rico,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,"3,686",92.8,91.7,93.8,196,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,72,BO1,CAT1,_HCVU651,RESP046,"(18.220833, -66.590149)"
2014,PR,Puerto Rico,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,237,7.3,6.2,8.3,197,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,72,BO1,CAT1,_HCVU651,RESP054,"(18.220833, -66.590149)"
2014,UW,All States and DC (median) **,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,51,84.7,,,207,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,98,BO1,CAT1,_HCVU651,RESP046,
2014,UW,All States and DC (median) **,Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,51,15.3,,,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,98,BO1,CAT1,_HCVU651,RESP054,
2014,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,Overall,Overall,53,84.7,,,207,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,99,BO1,CAT1,_HCVU651,RESP046,
2014,US,"All States, DC and Territories (median) **",Health Care Access/Coverage,Under 65 Coverage,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,Overall,Overall,53,15.3,,,208,%,Crude Prevalence,,,BRFSS,CLASS07,Topic59,99,BO1,CAT1,_HCVU651,RESP054,
